Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
200010442,2020-01-01,2020-01-01,0215,2020-01-01,0220,206,,,3182 ROSWELL RD NW,Morning Watch,3,LARCENY-NON VEHICLE,0610,2301,South Tuxedo Park,B,33.842149999999997,-84.379679999999993
200010276,2020-01-01,2019-12-31,1929,2020-01-01,0100,507,,,360 MARIETTA ST NW @MBS LOT G,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762689999999999,-84.397019999999998
200010320,2020-01-01,2019-12-31,1900,2020-01-01,0115,511,,,46 WALL ST SE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.753120000000003,-84.388760000000005
200010343,2020-01-01,2019-12-31,2045,2020-01-01,0130,211,,,2285 PEACHTREE RD NE,Unknown,18,LARCENY-FROM VEHICLE,0640,2305,,E,33.816369999999999,-84.389539999999997
200010404,2020-01-01,2019-12-31,1730,2020-01-01,0200,603,,,650 NORTH AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Old Fourth Ward,M,33.771210000000004,-84.364779999999996
200010521,2020-01-01,2019-12-31,2300,2020-01-01,0200,507,,,229 WALKER ST SW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Castleberry Hill,M,33.748510000000003,-84.402810000000002
200010645,2020-01-01,2020-01-01,0100,2020-01-01,0409,506,,,852 PROCTOR ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,0640,2305,English Avenue,L,33.76482,-84.415300000000002
200010843,2020-01-01,2019-12-31,2300,2020-01-01,0803,501,,,990 BRADY AVE NW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.782249999999998,-84.413910000000001
200010889,2020-01-01,2019-12-24,1800,2019-12-27,0900,602,,,1094 ALTA AVE NE,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,Inman Park,N,33.761139999999997,-84.351929999999996
200010927,2020-01-01,2020-01-01,0903,2020-01-01,0956,107,,,568 CHAPPELL RD NW,Day Watch,23,LARCENY-FROM VEHICLE,0640,2305,Grove Park,J,33.77075,-84.434070000000006
200010941,2020-01-01,2019-12-31,1900,2020-01-01,1011,304,,,56 ORMOND ST SW,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Peoplestown,V,33.731580000000001,-84.389750000000006
200010947,2020-01-01,2019-12-31,1900,2020-01-01,0900,613,,,1346 AVALON PL NE,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,Morningside/Lenox Park,F,33.791359999999997,-84.352010000000007
200011105,2020-01-01,2019-12-31,0615,2020-01-01,1220,206,,,3005 PEACHTREE RD NE,Day Watch,,LARCENY-FROM VEHICLE,0640,2305,Garden Hills,B,33.836829999999999,-84.381169999999997
200011223,2020-01-01,2020-01-01,1150,2020-01-01,1330,602,,,465 N HIGHLAND AVE NE,Day Watch,21,LARCENY-FROM VEHICLE,0640,2305,Inman Park,N,33.766800000000003,-84.352800000000002
200011262,2020-01-01,2020-01-01,0000,2020-01-01,0400,111,,,3455 MARTIN L KING JR DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Adamsville,H,33.756430000000002,-84.500600000000006
200011336,2020-01-01,2019-12-31,1700,2020-01-01,1517,607,,,1089 EDEN AVE SE,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Ormewood Park,W,33.729900000000001,-84.352059999999994
200011678,2020-01-01,2019-01-01,1800,2019-01-01,1850,607,,,1006 CUSTER AVE SE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Custer/McDonough/Guice,W,33.717199999999998,-84.355779999999996
200011768,2020-01-01,2020-01-01,1900,2020-01-01,1954,612,,,560 GRESHAM AVE SE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,East Atlanta,W,33.739420000000003,-84.345640000000003
200011783,2020-01-01,2020-01-01,2001,2020-01-01,2010,206,,,345 PHARR RD ,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Garden Hills,B,33.836669999999998,-84.376660000000001
200011806,2020-01-01,2019-12-31,2320,2020-01-01,2000,207,,,1700 NORTHSIDE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Berkeley Park,D,33.80077,-84.408690000000007
200011808,2020-01-01,2020-01-01,1940,2020-01-01,2000,209,,,3802 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,East Chastain Park,B,33.858649999999997,-84.381020000000007
200011826,2020-01-01,2020-01-01,1850,2020-01-01,2020,503,,,1125 PEACHTREE ST,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.785150000000002,-84.382670000000005
200011829,2020-01-01,2020-01-01,1330,2020-01-01,1930,501,,,420 14TH ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.78593,-84.400859999999994
200011844,2020-01-01,2020-01-01,1800,2020-01-01,2030,206,,,250 PHARR RD NE,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Buckhead Village,B,33.837319999999998,-84.378600000000006
200011569,2020-01-01,2020-01-01,0100,2020-01-01,0600,207,,,2143 PEACHTREE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,,E,33.812620000000003,-84.391949999999994
200011628,2020-01-01,2020-01-01,1800,2020-01-01,1830,101,,,844 MARTIN L KING JR DR SW,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Atlanta University Center,T,33.75461,-84.415549999999996
200011928,2020-01-01,2020-01-01,0800,2020-01-01,2150,508,,,305 TED TURNER DR NW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762839999999997,-84.388900000000007
200011970,2020-01-01,2020-01-01,2000,2020-01-01,2200,604,,,659 AUBURN AVE NE,Morning Watch,99,LARCENY-FROM VEHICLE,0640,2305,Old Fourth Ward,M,33.757570000000001,-84.365629999999996
200012000,2020-01-01,2020-01-01,2100,2020-01-01,2130,211,,312,2400 PARKLAND DR NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Lindbergh/Morosgo,B,33.82,-84.365099999999998
200012040,2020-01-01,2020-01-01,2100,2020-01-01,2300,507,,,327 PETERS ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Castleberry Hill,M,33.74586,-84.403819999999996
200012063,2020-01-01,2020-01-01,2012,2020-01-01,2320,503,,,1080 W PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.784700000000001,-84.388170000000002
200012092,2020-01-01,2020-01-01,1300,2020-01-02,2338,508,,,275 BAKER ST NW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762059999999998,-84.395679999999999
200010541,2020-01-01,2020-01-01,0243,2020-01-01,1436,408,,,1722 CAMPBELLTON RD SW,Morning Watch,23,LARCENY-NON VEHICLE,0630,2303,,R,33.711069999999999,-84.444109999999995
200010993,2020-01-01,2020-01-01,1000,2020-01-01,1045,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,24,LARCENY-NON VEHICLE,0630,2303,Edgewood,O,33.756740000000001,-84.346190000000007
200011221,2020-01-01,2020-01-01,1345,2020-01-01,1355,102,,,835 MARTIN L KING JR DR,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,Vine City,L,33.755040000000001,-84.414569999999998
200011454,2020-01-01,2020-01-01,1600,2020-01-01,1630,309,,,2461 METROPOLITAN PKWY SW,Evening Watch,23,LARCENY-NON VEHICLE,0630,2303,Perkerson,X,33.687829999999998,-84.408879999999996
200011550,2020-01-01,2020-01-01,1659,2020-01-01,1712,208,,,3500 PEACHTREE RD NE @SAKS FIFTH AVENUE,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,North Buckhead,B,33.853020000000001,-84.362780000000001
200011742,2020-01-01,2020-01-01,2006,2020-01-01,2020,107,,,2045 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,Grove Park,J,33.7774,-84.45214
193651281,2020-01-01,2019-12-26,1200,2019-12-31,1530,505,,,144 PONCE DE LEON AVE,Evening Watch,26,LARCENY-FROM VEHICLE,0650,2304,Midtown,E,33.772550000000003,-84.382490000000004
200011382,2020-01-01,2019-07-21,1500,2019-07-21,1500,210,,,3147 W ROXBORO RD NE,Evening Watch,20,LARCENY-NON VEHICLE,0670,2308,Pine Hills,B,33.840809999999998,-84.350059999999999
200011658,2020-01-01,2020-01-01,1800,2020-01-01,1837,509,,,231 PEACHTREE ST NE,Evening Watch,21,LARCENY-NON VEHICLE,0670,2308,Downtown,M,33.760449999999999,-84.387460000000004
200011497,2020-01-01,2019-09-13,1500,2019-12-18,0830,502,,302,1240 W PEACHTREE ST NW,Evening Watch,18,LARCENY-NON VEHICLE,0660,2317,Midtown,E,33.787999999999997,-84.387900000000002
200011853,2020-01-01,2020-01-01,2035,2020-01-01,2035,208,,,3365 PIEDMONT RD NE,Evening Watch,18,LARCENY-NON VEHICLE,0690,2399,North Buckhead,B,33.846870000000003,-84.372839999999997
200010243,2020-01-01,2019-12-31,2100,2020-01-01,0100,304,APT,15,954 WASHINGTON ST SW,Morning Watch,18,AUTO THEFT,0710,2404,Peoplestown,V,33.729019999999998,-84.39085
200010520,2020-01-01,2020-01-01,0230,2020-01-01,0240,512,,,210 PRYOR ST SW,Morning Watch,13,AUTO THEFT,0710,2404,Downtown,M,33.748860000000001,-84.392830000000004
200011082,2020-01-01,2020-01-01,0300,2020-01-01,1030,512,,,250 TRINITY AVE SW,Day Watch,18,AUTO THEFT,0710,2404,Downtown,M,33.75029,-84.395970000000005
200011124,2020-01-01,2020-01-01,0400,2020-01-01,0530,604,,,433 HIGHLAND AVE NE,Day Watch,20,AUTO THEFT,0710,2404,Old Fourth Ward,M,33.761009999999999,-84.373450000000005
200011128,2020-01-01,2020-01-01,0800,2020-01-01,1234,501,,,361 17TH ST NW,Day Watch,18,AUTO THEFT,0710,2404,Atlantic Station,E,33.791609999999999,-84.398099999999999
200011298,2020-01-01,2020-01-01,1445,2020-01-01,1520,405,,,2630 MARTIN L KING JR DR SW,Evening Watch,24,AUTO THEFT,0710,2404,Harland Terrace,I,33.753770000000003,-84.474050000000005
200011823,2020-01-01,2020-01-01,2000,2020-01-01,2023,303,,2020,540 HUMPHRIES ST SW,Evening Watch,23,AUTO THEFT,0710,2404,Mechanicsville,V,33.739899999999999,-84.404880000000006
200011581,2020-01-01,2019-12-16,1200,2020-01-01,1755,204,,C15,1150 COLLIER RD NW,Evening Watch,18,AUTO THEFT,0730,2434,Underwood Hills,D,33.811190000000003,-84.424899999999994
200011773,2020-01-01,2020-01-01,1950,2020-01-01,1956,206,,,3004 PIEDMONT RD,Evening Watch,23,ROBBERY-PEDESTRIAN,0341,1206,Garden Hills,B,33.836649999999999,-84.368380000000002
200011413,2020-01-01,2020-01-01,0245,2020-01-01,0300,312,,,3548 EMPIRE BLVD SW,Evening Watch,3,LARCENY-NON VEHICLE,0690,2399,Glenrose Heights,Z,33.657559999999997,-84.390940000000001
200010590,2020-01-01,2020-01-01,0332,2020-01-01,0348,612,,,886 BOULDERCREST DR SE,Morning Watch,18,ROBBERY-PEDESTRIAN,0311,1204,East Atlanta,W,33.730350000000001,-84.335610000000003
200011603,2020-01-01,2020-01-01,1800,2020-01-01,1809,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,18,ROBBERY-PEDESTRIAN,0311,1204,Greenbriar,R,33.688450000000003,-84.493279999999999
200010724,2020-01-01,2020-01-01,0230,2020-01-01,0330,111,,,3018 MIDDLETON RD NW,Day Watch,18,AGG ASSAULT,0410,1314,,I,33.752789999999997,-84.48845
200010628,2020-01-01,2020-01-01,0330,2020-01-01,0358,607,,,840 MCDONOUGH BLVD SE,Morning Watch,26,AGG ASSAULT,0420,1315K,Custer/McDonough/Guice,W,33.709789999999998,-84.358490000000003
200010736,2020-01-01,2019-12-31,1145,2020-01-01,0530,411,,F155,3000 CONTINENTAL COLONY PKWY SW,Morning Watch,18,AGG ASSAULT,0420,1315K,Greenbriar,R,33.680770000000003,-84.493700000000004
200011069,2020-01-01,2020-01-01,1140,2020-01-01,1145,405,,8108,2640 MARTIN LUTHER KING JR DRIVE SW,Day Watch,20,AGG ASSAULT,0420,1315K,Harland Terrace,I,33.753810000000001,-84.474249999999998
200011888,2020-01-01,2020-01-01,2103,2020-01-01,2110,408,,R3,1631 STANTON RD SW,Evening Watch,26,AGG ASSAULT,0420,1315K,,R,33.710760000000001,-84.443799999999996
200010628,2020-01-01,2020-01-01,0330,2020-01-01,0358,607,,,840 MCDONOUGH BLVD SE,Morning Watch,26,AGG ASSAULT,0430,1315,Custer/McDonough/Guice,W,33.709789999999998,-84.358490000000003
200011517,2020-01-01,2020-01-01,1700,2020-01-01,1706,312,,,130 MOUNT ZION RD SE,Evening Watch,20,AGG ASSAULT,0430,1315,Glenrose Heights,Z,33.67286,-84.385080000000002
200011924,2020-01-01,2020-01-01,2115,2020-01-01,2130,210,,,3535 PEACHTREE RD NE @TARGET - PEACHTREE,Evening Watch,18,AGG ASSAULT,0430,1315,Lenox,B,33.851819999999996,-84.359499999999997
200010295,2020-01-01,2020-01-01,0130,2020-01-01,0155,206,APT,5,115 RUMSON RD NE,Morning Watch,26,AGG ASSAULT,0440,1399,Garden Hills,B,33.831069999999997,-84.384050000000002
200011406,2020-01-01,2019-12-26,2359,2019-12-27,2359,205,,1321,214 COLONIAL HOMES DR NW,Unknown,26,BURGLARY-RESIDENCE,0511,2202,Colonial Homes,C,33.813920000000003,-84.394589999999994
200011450,2020-01-01,2019-11-28,0000,2020-01-01,1500,613,,1443,1989 CHESHIRE BRIDGE RD NE,Evening Watch,26,BURGLARY-RESIDENCE,0511,2202,Morningside/Lenox Park,F,33.81073,-84.358059999999995
200011720,2020-01-01,2019-12-21,0800,2020-01-01,1800,205,,2402,214 COLONIAL HOMES DR NW,Evening Watch,26,BURGLARY-RESIDENCE,0511,2202,Colonial Homes,C,33.813920000000003,-84.394589999999994
200011571,2020-01-01,2020-01-01,1230,2020-01-01,1740,606,,1105,390 STOVALL ST SE,Day Watch,26,BURGLARY-RESIDENCE,0521,2204,Ormewood Park,W,33.743600000000001,-84.354290000000006
200012043,2020-01-01,2020-01-01,2300,2020-01-01,2318,204,,,1766 HOWELL MILL RD NW,Morning Watch,24,BURGLARY-NONRES,0512,2203,Underwood Hills,D,33.802430000000001,-84.415289999999999
200011442,2020-01-01,2019-12-31,1700,2020-01-01,1620,411,,,3200 STONE RD SW @WINDJAMMER APTS,Unknown,26,BURGLARY-NONRES,0522,2205,Greenbriar,R,33.669449999999998,-84.494150000000005
200010505,2020-01-01,2020-01-01,0240,2020-01-01,0257,505,,3108,850 PIEDMONT AVE NE,Morning Watch,26,BURGLARY-RESIDENCE,0531,2202A,Midtown,E,33.77778,-84.381370000000004
200020493,2020-01-02,2020-01-01,1300,2020-01-02,0829,604,,,444 HIGHLAND AVE NE,Day Watch,99,BURGLARY-NONRES,0512,2203,Old Fourth Ward,M,33.761450000000004,-84.372900000000001
200020684,2020-01-02,2020-01-02,0239,2020-01-02,0244,604,,,349 DECATUR ST SE,Day Watch,21,BURGLARY-NONRES,0512,2203,Sweet Auburn,M,33.749929999999999,-84.37706
200021768,2020-01-02,2019-12-26,1400,2020-01-02,1900,202,,,1400 CAVE RD NW,Evening Watch,20,BURGLARY-RESIDENCE,0521,2204,Mt. Paran/Northside,A,33.860250000000001,-84.434250000000006
200020832,2020-01-02,2019-12-31,1500,2020-01-02,1130,401,,,1003 WHITE ST SW,Evening Watch,,BURGLARY-RESIDENCE,0511,2202,West End,T,33.732309999999998,-84.42071
200020938,2020-01-02,2019-09-15,2000,2019-12-31,1700,403,,,1129 GRAYMONT DR SW,Morning Watch,20,BURGLARY-RESIDENCE,0511,2202,Oakland City,S,33.724409999999999,-84.43674
200020940,2020-01-02,2019-12-31,2300,2020-01-02,1120,406,,,2401 EDGEWATER DR SW,Evening Watch,20,BURGLARY-RESIDENCE,0511,2202,Beecher Hills,I,33.732460000000003,-84.464619999999996
200021334,2020-01-02,2019-12-24,0000,2020-01-02,1600,606,,650,777 MEMORIAL DR SE,Evening Watch,20,BURGLARY-RESIDENCE,0511,2202,Reynoldstown,N,33.746540000000003,-84.361360000000005
200021664,2020-01-02,2020-01-02,1820,2020-01-02,1824,411,,,3030 HEADLAND DR SW,Evening Watch,18,AGG ASSAULT,0430,1315,Greenbriar,R,33.688409999999998,-84.48742
200020718,2020-01-02,2019-12-05,0800,2020-01-02,1038,305,,14,262 ARTHUR LANGFORD JR PL,Day Watch,26,AGG ASSAULT,0410,1314,Joyland,Y,33.714120000000001,-84.397530000000003
200021209,2020-01-02,2020-01-02,1521,2020-01-02,1535,511,,,12 BROAD ST SW,Evening Watch,21,HOMICIDE,0110,0911,Downtown,M,33.753520000000002,-84.391890000000004
200020105,2020-01-02,2020-01-01,2145,2020-01-02,0030,602,,,1174 EUCLID AVE NE,Morning Watch,18,AUTO THEFT,0710,2404,Inman Park,N,33.765529999999998,-84.349339999999998
200020649,2020-01-02,2019-12-27,1800,2019-12-29,2208,207,,,1590 HOWELL MILL RD NW,Morning Watch,23,AUTO THEFT,0710,2404,Berkeley Park,D,33.798310000000001,-84.416200000000003
200020704,2020-01-02,2020-01-01,2000,2020-01-02,0900,604,,F,383 RALPH MCGILL BLVD NE,Day Watch,20,AUTO THEFT,0710,2404,Old Fourth Ward,M,33.763910000000003,-84.374889999999994
200021204,2020-01-02,2019-12-29,2000,2019-12-30,1500,606,,,777 MEMORIAL DR SE,Evening Watch,26,AUTO THEFT,0710,2404,Reynoldstown,N,33.746290000000002,-84.360370000000003
200021684,2020-01-02,2020-01-02,1821,2020-01-02,1831,209,,,3655 ROSWELL RD NE,Evening Watch,18,AUTO THEFT,0710,2404,North Buckhead,B,33.855469999999997,-84.381349999999998
200021716,2020-01-02,2019-12-26,1500,2020-01-02,1600,210,,301,3777 PEACHTREE RD NE,Evening Watch,18,AUTO THEFT,0710,2404,Ridgedale Park,B,33.857120000000002,-84.3489
200021999,2020-01-02,2020-01-02,2105,2020-01-02,2106,303,,,180 RALPH D ABERNATHY BLVD SW,Evening Watch,23,AUTO THEFT,0710,2404,Mechanicsville,V,33.736559999999997,-84.39376
200020778,2020-01-02,2019-12-27,1000,2020-01-02,1100,609,,,1234 COLMER AVE SE,Day Watch,20,LARCENY-NON VEHICLE,0690,2316,Edgewood,O,33.751280000000001,-84.347200000000001
200020782,2020-01-02,2019-12-31,1400,2020-01-02,1000,412,,,2100 SOUTHWOOD BLVD SW,Evening Watch,26,LARCENY-NON VEHICLE,0690,2399,Ben Hill Terrace,P,33.695749999999997,-84.518860000000004
200020908,2020-01-02,2019-12-28,0430,2019-12-28,0720,308,C,,2500 FORREST PARK RD SE,Day Watch,5,LARCENY-NON VEHICLE,0690,2399,Rebel Valley Forest,Z,33.685490000000001,-84.359579999999994
200020357,2020-01-02,2020-01-02,0550,2020-01-02,0605,407,,,3734 MARTIN L KING JR DR SW,Morning Watch,99,LARCENY-NON VEHICLE,0670,2308,Adamsville,H,33.764940000000003,-84.510810000000006
200020802,2020-01-02,2019-12-31,2300,2020-01-01,0200,211,,4213,2323 PIEDMONT RD NE,Morning Watch,26,LARCENY-NON VEHICLE,0670,2308,Lindbergh/Morosgo,B,33.818689999999997,-84.366219999999998
200021144,2020-01-02,2019-12-19,0000,2019-12-28,0000,205,,1061,1950 HOWELL MILL RD NW,Evening Watch,26,LARCENY-NON VEHICLE,0670,2308,Wildwood (NPU-C),C,33.808050000000001,-84.412819999999996
200021274,2020-01-02,2020-01-01,1600,2020-01-01,1830,212,,1310,2470 CHESHIRE BRIDGE RD NE,Evening Watch,26,LARCENY-NON VEHICLE,0670,2308,Lindridge/Martin Manor,F,33.822360000000003,-84.351730000000003
200021333,2020-01-02,2020-01-02,1430,2020-01-02,1600,401,,,854 OAK ST SW ,Evening Watch,24,LARCENY-NON VEHICLE,0670,2308,West End,T,33.74053,-84.416709999999995
200021337,2020-01-02,2020-01-02,0900,2020-01-02,1620,114,,12-I,3804 MARTIN L KING JR DR SW,Evening Watch,26,LARCENY-NON VEHICLE,0670,2308,Old Gordon,H,33.767969999999998,-84.513220000000004
200021980,2020-01-02,2020-01-02,1900,2020-01-02,2000,505,,,715 PEACHTREE ST NE,Evening Watch,18,LARCENY-NON VEHICLE,0670,2308,Midtown,E,33.774000000000001,-84.384119999999996
200022069,2020-01-02,2020-01-02,1800,2020-01-02,2050,210,,,3393 PEACHTREE RD NE @LENOX SQUARE,Morning Watch,8,LARCENY-NON VEHICLE,0670,2308,Lenox,B,33.846760000000003,-84.362120000000004
200020836,2020-01-02,2019-01-02,0915,2019-01-02,1130,510,,,210 AUBURN AVE NE ,Day Watch,18,LARCENY-FROM VEHICLE,0650,2304,Downtown,M,33.755629999999996,-84.380920000000003
200021078,2020-01-02,2020-01-02,0730,2020-01-02,1400,414,,,3700 PRINCETON LAKES PKWY SW,Day Watch,14,LARCENY-FROM VEHICLE,0650,2304,Princeton Lakes,P,33.659590000000001,-84.50949
200021291,2020-01-02,2020-01-01,1800,2020-01-02,0900,612,,,1325 MCPHERSON AVE SE,Evening Watch,13,LARCENY-FROM VEHICLE,0650,2304,East Atlanta,W,33.744250000000001,-84.344200000000001
200021454,2020-01-02,2020-01-02,1030,2020-01-02,1700,414,,5108,3725 PRINCETON LAKES PKWY SW,Day Watch,26,LARCENY-FROM VEHICLE,0650,2304,Princeton Lakes,P,33.657769999999999,-84.508769999999998
200020221,2020-01-02,2020-01-02,0200,2020-01-02,0225,111,,,3657 MARTIN L KING JR DR NW,Morning Watch,12,LARCENY-NON VEHICLE,0630,2303,Adamsville,H,33.762079999999997,-84.507599999999996
200020183,2020-01-02,2020-01-01,2038,2020-01-02,0225,505,,,131 PONCE DE LEON AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.771990000000002,-84.383039999999994
200020190,2020-01-02,2020-01-01,2330,2020-01-02,0230,509,,,500 PIEDMONT AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.767949999999999,-84.382109999999997
200020378,2020-01-02,2020-01-02,0100,2020-01-02,0645,105,,,136 CHAPPELL RD NW,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,Hunter Hills,K,33.758420000000001,-84.433869999999999
200020472,2020-01-02,2020-01-01,1800,2020-01-02,0800,305,,,1037 BOWEN CT SW,Day Watch,,LARCENY-FROM VEHICLE,0640,2305,High Point,Y,33.717469999999999,-84.39649
200020669,2020-01-02,2019-12-13,1500,2020-01-01,0800,207,,,40 PEACHTREE VALLEY RD NE,Evening Watch,26,LARCENY-FROM VEHICLE,0640,2305,,E,33.81062,-84.390860000000004
200020878,2020-01-02,2020-01-01,1730,2020-01-02,1206,205,,411,200 COLONIAL HOMES DR NW,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Colonial Homes,C,33.81391,-84.394360000000006
200021018,2020-01-02,2020-01-02,1300,2020-01-02,1330,504,,,748 MARIETTA ST NW,Day Watch,14,LARCENY-FROM VEHICLE,0640,2305,Marietta Street Artery,E,33.772979999999997,-84.40343
200021028,2020-01-02,2020-01-01,1800,2020-01-02,1300,206,,,400 PHARR RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Buckhead Village,B,33.8371,-84.374700000000004
200021130,2020-01-02,2019-12-25,1200,2020-01-02,1340,509,,,250 PIEDMONT AVE NE @HILTON OFFICE TOWER,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.76126,-84.382230000000007
200021177,2020-01-02,2020-01-02,1242,2020-01-02,1510,508,,,275 BAKER ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762059999999998,-84.395679999999999
200021599,2020-01-02,2020-01-01,1400,2020-01-02,1400,604,,,375 RALPH MCGILL BLVD NE,Unknown,,LARCENY-FROM VEHICLE,0640,2305,Old Fourth Ward,M,33.763680000000001,-84.375870000000006
200021742,2020-01-02,2019-12-23,1000,2020-01-02,1830,207,,228,464 BISHOP ST NW,Unknown,18,LARCENY-FROM VEHICLE,0640,2305,Loring Heights,E,33.792909999999999,-84.402670000000001
200021803,2020-01-02,2019-12-31,1600,2020-01-02,0630,205,,1340,214 COLONIAL HOMES DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Colonial Homes,C,33.813920000000003,-84.394589999999994
200021817,2020-01-02,2020-01-02,1905,2020-01-02,1928,209,,,4279 ROSWELL RD NE @Multiple,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,North Buckhead,B,33.871209999999998,-84.379310000000004
200022038,2020-01-02,2020-01-02,1830,2020-01-02,2128,604,,,684 JOHN WESLEY DOBBS AVE NE @BELTLINE BUSINESS,Unknown,,LARCENY-FROM VEHICLE,0640,2305,Old Fourth Ward,M,33.759799999999998,-84.364429999999999
200022181,2020-01-02,2020-01-02,0215,2020-01-02,2325,210,,E108,3200 LENOX RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Pine Hills,B,33.842930000000003,-84.358249999999998
200022190,2020-01-02,2020-01-02,1920,2020-01-02,2145,507,,,398 TRENHOLM STREET SW,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Castleberry Hill,M,33.745809999999999,-84.403959999999998
200012052,2020-01-02,2020-01-01,1900,2020-01-01,2345,508,,,17 BAKER ST,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762259999999998,-84.387550000000005
200020749,2020-01-02,2020-01-02,1000,2020-01-02,1015,411,,N-420,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,Greenbriar,R,33.688450000000003,-84.493279999999999
200021071,2020-01-02,2020-01-02,1345,2020-01-02,1356,301,,,1344 METROPOLITAN PKWY SW,Evening Watch,23,LARCENY-NON VEHICLE,0630,2303,Capitol View Manor,X,33.718029999999999,-84.407740000000004
200021090,2020-01-02,2020-01-02,1412,2020-01-02,1449,501,,,375 18TH ST NW @TARGET - 18TH,Evening Watch,5,LARCENY-NON VEHICLE,0630,2303,Atlantic Station,E,33.793030000000002,-84.399209999999997
200021226,2020-01-02,2020-01-02,1500,2020-01-02,1525,211,,,2539 PIEDMONT RD NE,Unknown,8,LARCENY-NON VEHICLE,0630,2303,Lindbergh/Morosgo,B,33.82403,-84.363280000000003
200021402,2020-01-02,2020-01-02,1630,2020-01-02,1648,404,,,807 CASCADE AVE SW,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,Cascade Avenue/Road,S,33.733229999999999,-84.437950000000001
200021409,2020-01-02,2020-01-02,1651,2020-01-02,1651,210,,,3535 PEACHTREE RD NE @TARGET - PEACHTREE,Evening Watch,12,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.851819999999996,-84.359499999999997
200021724,2020-01-02,2020-01-02,1630,2020-01-02,1700,608,,,453 MORELAND AVE NE,Evening Watch,24,LARCENY-NON VEHICLE,0630,2303,Candler Park,N,33.766660000000002,-84.348939999999999
200021944,2020-01-02,2020-01-02,2000,2020-01-02,2042,204,,,1801 HOWELL MILL RD NW,Evening Watch,7,LARCENY-NON VEHICLE,0630,2303,Berkeley Park,D,33.803879999999999,-84.412779999999998
200030765,2020-01-03,2020-01-03,1105,2020-01-03,1155,401,,,923 LEE ST SW,Day Watch,23,LARCENY-NON VEHICLE,0630,2303,West End,T,33.729909999999997,-84.416070000000005
