Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
200380887,2020-02-07,2020-02-04,0800,2020-02-07,0900,601,,,600 VIRGINIA AVE NE,Day Watch,19,LARCENY-NON VEHICLE,0670,2308,Virginia Highland,F,33.781509999999997,-84.367130000000003
200381115,2020-02-07,2020-02-04,0800,2020-02-07,1201,510,,402,171 AUBURN AVE NE,Day Watch,20,LARCENY-NON VEHICLE,0670,2308,Downtown,M,33.755459999999999,-84.38185
200381265,2020-02-07,2020-02-05,1800,2020-02-07,1630,307,,2,1872 JONESBORO RD SE,Evening Watch,20,LARCENY-NON VEHICLE,0670,2308,Lakewood Heights,Y,33.70346,-84.377089999999995
200380170,2020-02-07,2020-02-06,0830,2020-02-07,0120,305,,,121 THAYER AVE SE,Morning Watch,20,LARCENY-FROM VEHICLE,0640,2305,South Atlanta,Y,33.715670000000003,-84.384150000000005
200380252,2020-02-07,2020-02-07,0058,2020-02-07,0158,503,,,29 12TH ST NW,Morning Watch,99,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.784520000000001,-84.388440000000003
200380436,2020-02-07,2020-02-07,0441,2020-02-07,0441,509,,,265 PEACHTREE CENTER AVE NE @MARIOTT MARQUIS,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Garden Hills,B,33.834690000000002,-84.379540000000006
200380555,2020-02-07,2020-02-06,1900,2020-02-07,0731,614,,,807 ARGONNE AVE NE,Evening Watch,20,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.776609999999998,-84.377399999999994
200380557,2020-02-07,2020-02-06,1800,2020-02-07,2000,612,,,1499 MAY AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,East Atlanta,W,33.73874,-84.338329999999999
200380579,2020-02-07,2020-02-06,2200,2020-02-07,0700,305,,,1210 MILTON TER SE,Morning Watch,20,LARCENY-FROM VEHICLE,0640,2305,Chosewood Park,Y,33.721539999999997,-84.380830000000003
200380613,2020-02-07,2020-02-06,2000,2020-02-07,0730,612,,,1357 ORMEWOOD AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,East Atlanta,W,33.733809999999998,-84.343260000000001
200380632,2020-02-07,2020-02-06,0000,2020-02-07,0758,414,,B27,3390 FAIRBURN RD SW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Ben Hill,P,33.663899999999998,-84.523769999999999
200380779,2020-02-07,2020-02-06,1159,2020-02-07,0700,202,,,540 TWIN SPRINGS RD NW,Morning Watch,,LARCENY-FROM VEHICLE,0640,2305,Chastain Park,A,33.880510000000001,-84.405010000000004
200380899,2020-02-07,2020-02-07,1015,2020-02-07,1020,209,,,4405 ROSWELL RD NE,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,North Buckhead,B,33.874890000000001,-84.380700000000004
200380910,2020-02-07,2020-02-06,2300,2020-02-07,0930,206,,,3005 PEACHTREE RD NE,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Garden Hills,B,33.836829999999999,-84.381169999999997
200381122,2020-02-07,2020-02-07,0400,2020-02-07,0600,608,,,300 GORDON AVE NE,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,Lake Claire,N,33.76238,-84.322109999999995
200381288,2020-02-07,2020-02-06,1730,2020-02-07,0530,505,,,659 PEACHTREE ST NE @GEORGIAN TERRACE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.772579999999998,-84.38449
200381316,2020-02-07,2020-02-06,2100,2020-02-06,2145,503,,,942 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.780430000000003,-84.384559999999993
200381334,2020-02-07,2020-02-07,1415,2020-02-07,1505,108,,,2001 MARTIN L KING JR DR NW,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,,I,33.75056,-84.45044
200381343,2020-02-07,2020-02-06,1400,2020-02-06,1407,501,,,608 14TH ST NW,Evening Watch,23,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.785780000000003,-84.407070000000004
200381407,2020-02-07,2020-02-07,1000,2020-02-07,1440,103,,,2011 BOLTON RD NW @PERRY HOME BRANCH,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Riverside,D,33.810400000000001,-84.477050000000006
200381579,2020-02-07,2020-02-07,1530,2020-02-07,1611,502,,,168 PEACHTREE CIR NE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Ansley Park,E,33.794040000000003,-84.384649999999993
200381958,2020-02-07,2020-02-07,1830,2020-02-07,1853,411,,,2841 GREENBRIAR PKWY SW ,Unknown,18,LARCENY-FROM VEHICLE,0640,2305,Greenbriar,R,33.688450000000003,-84.493279999999999
200381959,2020-02-07,2020-02-07,1600,2020-02-07,1845,508,,,275 BAKER ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762059999999998,-84.395679999999999
200381981,2020-02-07,2020-02-07,1818,2020-02-07,1930,306,,,1919 METROPOLITAN PKWY,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Sylvan Hills,X,33.702779999999997,-84.410169999999994
200381993,2020-02-07,2020-02-07,1720,2020-02-07,2005,602,,,240 N HIGHLAND AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Inman Park,N,33.76191,-84.360389999999995
200382122,2020-02-07,2020-02-07,1745,2020-02-07,1930,503,,,1080 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.784089999999999,-84.383529999999993
200382129,2020-02-07,2020-02-07,1850,2020-02-07,1910,501,,,365 14TH ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.786540000000002,-84.399090000000001
200382206,2020-02-07,2020-02-07,1946,2020-02-07,1946,606,,,796 FULTON TER SE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Reynoldstown,N,33.748980000000003,-84.361189999999993
200382248,2020-02-07,2020-02-07,1900,2020-02-07,2110,614,,,931 MONROE DR NE @BELTLINE BUSINESS,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.779089999999997,-84.367170000000002
200382285,2020-02-07,2020-02-07,1900,2020-02-07,2135,503,,,1144 CRESCENT AVENUE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.786009999999997,-84.384450000000001
200382302,2020-02-07,2020-02-07,1845,2020-02-07,2145,604,,,360 EDGEWOOD AVE NE ,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Sweet Auburn,M,33.754539999999999,-84.376009999999994
200382324,2020-02-07,2020-02-07,1900,2020-02-07,2145,602,,,785 ASHLAND AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Inman Park,N,33.757730000000002,-84.361959999999996
200382354,2020-02-07,2020-02-07,2000,2020-02-07,2200,501,,,1119 HEMPHILL AVE NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.785589999999999,-84.406260000000003
200382366,2020-02-07,2020-02-07,2030,2020-02-07,2215,209,,,3788 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,East Chastain Park,B,33.857819999999997,-84.381590000000003
200382476,2020-02-07,2020-02-07,1930,2020-02-07,2230,504,,,1000 MARIETTA ST NW,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Marietta Street Artery,E,33.779139999999998,-84.411159999999995
200382521,2020-02-07,2020-02-07,2320,2020-02-08,0036,511,,,54 PEACHTREE ST SW,Morning Watch,,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.752859999999998,-84.391199999999998
200382580,2020-02-07,2020-02-07,2000,2020-02-07,2340,103,,,810 HUFF RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Blandtown,D,33.787649999999999,-84.414280000000005
200380558,2020-02-07,2020-02-06,0700,2020-02-07,0700,308,,107,410 THOMASVILLE BLVD SE,Day Watch,26,LARCENY-FROM VEHICLE,0650,2304,Thomasville Heights,Z,33.706099999999999,-84.358170000000001
200381324,2020-02-07,2020-02-06,2000,2020-02-07,1200,411,,L-8,3200 STONE RD SW,Unknown,20,LARCENY-FROM VEHICLE,0650,2304,Greenbriar,R,33.669699999999999,-84.494029999999995
200381608,2020-02-07,2020-02-06,2200,2020-02-07,0600,111,,,25 DELMOOR CT NW,Morning Watch,20,LARCENY-FROM VEHICLE,0650,2304,,I,33.756329999999998,-84.490600000000001
200380419,2020-02-07,2020-02-07,0300,2020-02-07,0310,212,,,2275 CHESIRE BRIDGE,Morning Watch,24,LARCENY-NON VEHICLE,0630,2303,Lindridge/Martin Manor,F,33.817340000000002,-84.351920000000007
200380990,2020-02-07,2020-02-07,1040,2020-02-07,1050,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,North Buckhead,B,33.853020000000001,-84.362780000000001
200381297,2020-02-07,2020-02-07,1320,2020-02-07,1348,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,Edgewood,O,33.756740000000001,-84.346190000000007
200381305,2020-02-07,2020-02-07,1335,2020-02-07,1345,210,,,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
200381313,2020-02-07,2020-02-07,1351,2020-02-07,1419,603,,,689 BOULEVARD NE,Day Watch,23,LARCENY-NON VEHICLE,0630,2303,Old Fourth Ward,M,33.773510000000002,-84.370490000000004
200381495,2020-02-07,2020-02-07,1400,2020-02-07,1430,208,,,3440 PEACHTREE RD NE,Evening Watch,24,LARCENY-NON VEHICLE,0630,2303,North Buckhead,B,33.851660000000003,-84.362350000000006
200381921,2020-02-07,2020-02-07,1749,2020-02-07,1753,102,,,835 MARTIN L KING JR DR NW @PUBLIX - MLK,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,Vine City,L,33.75488,-84.413780000000003
200382040,2020-02-07,2020-02-07,1925,2020-02-07,1930,405,,,2310 MARTIN L KING JR DR SW,Evening Watch,24,LARCENY-NON VEHICLE,0630,2303,Florida Heights,I,33.75121,-84.465440000000001
200382290,2020-02-07,2020-02-07,2135,2020-02-07,2140,210,,,3393 PEACHTREE RD NE @LENOX SQUARE,Morning Watch,11,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
200390613,2020-02-08,2020-02-08,0615,2020-02-08,0619,303,,,325 RALPH D ABERNATHY BLVD SW,Day Watch,23,LARCENY-NON VEHICLE,0630,2303,Mechanicsville,V,33.73724,-84.398589999999999
200390848,2020-02-08,2020-02-08,0950,2020-02-08,1006,102,,,835 MARTIN L KING JR DR NW,Day Watch,99,LARCENY-NON VEHICLE,0630,2303,Vine City,L,33.755040000000001,-84.414569999999998
200391006,2020-02-08,2020-02-08,1140,2020-02-08,1155,405,,,3050 MARTIN LUTHER KING JR DRIVE SW,Day Watch,12,LARCENY-NON VEHICLE,0630,2303,Harland Terrace,I,33.75177,-84.485699999999994
200391167,2020-02-08,2020-02-08,1340,2020-02-08,1358,109,,,2615 DONALD LEE HOLLOWELL PKWY NW,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,Center Hill,J,33.776200000000003,-84.472359999999995
200391370,2020-02-08,2020-02-08,1542,2020-02-08,1542,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,North Buckhead,B,33.853020000000001,-84.362780000000001
200391901,2020-02-08,2020-02-08,1755,2020-02-08,2136,210,,,3393 PEACHTREE RD NE ,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
200392008,2020-02-08,2020-02-08,1944,2020-02-08,1944,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,99,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
200390230,2020-02-08,2020-02-07,2000,2020-02-08,0116,507,,,300 PETERS ST SW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Castleberry Hill,M,33.746510000000001,-84.402190000000004
200390251,2020-02-08,2020-02-07,2145,2020-02-08,0000,603,,,740 RALPH MCGILL BLVD NE,Morning Watch,13,LARCENY-FROM VEHICLE,0640,2305,Old Fourth Ward,M,33.76681,-84.363380000000006
200390647,2020-02-08,2020-02-07,0128,2020-02-08,0708,305,,,125 MILTON AVE SE,Morning Watch,6,LARCENY-FROM VEHICLE,0640,2305,Chosewood Park,Y,33.72157,-84.385050000000007
200390680,2020-02-08,2020-02-07,2300,2020-02-08,0750,505,,,144 PONCE DE LEON AVE NE @PONCE DE LEON INFIR,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.772550000000003,-84.382490000000004
200390762,2020-02-08,2020-02-07,1400,2020-02-08,0855,612,,,1622 CECILE AVE SE,Morning Watch,20,LARCENY-FROM VEHICLE,0640,2305,East Atlanta,W,33.733960000000003,-84.33466
200390864,2020-02-08,2020-02-08,0900,2020-02-08,1020,608,,,818 SPRINGDALE RD NE,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,Druid Hills,N,33.776940000000003,-84.344679999999997
200390866,2020-02-08,2020-02-07,1900,2020-02-08,1020,607,,,1380 WOODLAND AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,Custer/McDonough/Guice,W,33.716880000000003,-84.353750000000005
200390871,2020-02-08,2020-02-07,1917,2020-02-07,2030,612,,,1245 GLENWOOD AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,East Atlanta,W,33.74006,-84.346599999999995
200391100,2020-02-08,2020-02-08,0900,2020-02-08,1307,504,,,645 STATE ST NW,Day Watch,2,LARCENY-FROM VEHICLE,0640,2305,Marietta Street Artery,E,33.772530000000003,-84.398349999999994
200391119,2020-02-08,2020-02-08,1215,2020-02-08,1315,501,,,685 11TH ST NW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.783320000000003,-84.409739999999999
200391310,2020-02-08,2020-02-08,1300,2020-02-08,1500,604,,,20 HILLIARD ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Sweet Auburn,M,33.754910000000002,-84.376810000000006
200391360,2020-02-08,2020-02-08,1300,2020-02-08,1537,401,,,850 OAK ST SW @WESTEND MALL,Evening Watch,99,LARCENY-FROM VEHICLE,0640,2305,West End,T,33.74053,-84.416709999999995
200391446,2020-02-08,2020-02-08,1620,2020-02-08,1620,105,,,279 CHAPPELL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Hunter Hills,K,33.76276,-84.433639999999997
200391853,2020-02-08,2020-02-08,1920,2020-02-08,1930,605,,282,239 GRANT ST SE,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Oakland,W,33.747979999999998,-84.376729999999995
200392058,2020-02-08,2020-02-08,2125,2020-02-08,2130,401,,,612 LEE ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,West End,T,33.738799999999998,-84.413600000000002
200392327,2020-02-08,2020-02-08,1300,2020-02-08,2330,208,,,3312 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Buckhead Forest,B,33.844769999999997,-84.372579999999999
200391403,2020-02-08,2020-02-08,1530,2020-02-08,1600,405,,,3050 MARTIN L KING JR DR SW,Evening Watch,24,LARCENY-NON VEHICLE,0670,2308,Harland Terrace,I,33.75177,-84.485699999999994
200391529,2020-02-08,2020-02-08,1200,2020-02-08,1615,210,,909,3377 PEACHTREE RD NE,Evening Watch,14,LARCENY-NON VEHICLE,0670,2308,Lenox,B,33.848419999999997,-84.366429999999994
200390520,2020-02-08,2020-02-08,0200,2020-02-08,0245,501,,727,691 14TH ST NW,Morning Watch,26,LARCENY-NON VEHICLE,0690,2399,Home Park,E,33.786029999999997,-84.409670000000006
200391566,2020-02-08,2020-02-08,1630,2020-02-08,1635,508,,,275 BAKER ST NW,Evening Watch,99,LARCENY-NON VEHICLE,0690,2399,Downtown,M,33.762059999999998,-84.395679999999999
200382359,2020-02-08,2020-02-07,2300,2020-02-08,0000,503,,,660 NINTH ST,Morning Watch,99,LARCENY-NON VEHICLE,0690,2399,Home Park,E,33.780610000000003,-84.40916
200382442,2020-02-08,2020-02-07,2257,2020-02-07,2258,103,,,2020 BOLTON RD NW,Morning Watch,23,AUTO THEFT,0710,2404,Riverside,D,33.811250000000001,-84.475939999999994
200390637,2020-02-08,2020-02-08,0630,2020-02-08,0659,312,,,557 JEFFERSON CHASE ST SE,Day Watch,20,AUTO THEFT,0710,2404,Glenrose Heights,Z,33.666620000000002,-84.380880000000005
200390733,2020-02-08,2020-02-07,2300,2020-02-08,0800,608,,,1433 MILLER AVE NE,Morning Watch,13,AUTO THEFT,0710,2404,Candler Park,N,33.765709999999999,-84.340559999999996
200390782,2020-02-08,2020-02-08,0400,2020-02-08,0912,305,,2803,157 MOURY AVE SW,Morning Watch,26,AUTO THEFT,0710,2404,The Villages at Carver,Y,33.712829999999997,-84.388409999999993
200390852,2020-02-08,2020-02-08,1000,2020-02-08,1100,309,,,2370 SPRINGDALE RD SW,Day Watch,20,AUTO THEFT,0710,2404,Perkerson,X,33.690040000000003,-84.414150000000006
200391920,2020-02-08,2020-02-08,1000,2020-02-08,1700,504,,6110,400 LUCKIE ST,Evening Watch,13,AUTO THEFT,0710,2404,Downtown,M,33.765500000000003,-84.396230000000003
200392195,2020-02-08,2020-02-08,1945,2020-02-08,2247,509,,,634 W PEACHTREE ST NW,Evening Watch,99,AUTO THEFT,0710,2404,Downtown,M,33.770969999999998,-84.387529999999998
200390623,2020-02-08,2020-02-08,0500,2020-02-08,0600,407,,,819 PLAINVILLE DR SW,Unknown,20,BURGLARY-RESIDENCE,0511,2202,Wildwood (NPU-H),H,33.739240000000002,-84.518159999999995
200391279,2020-02-08,2020-02-08,1400,2020-02-08,1457,111,,,3478 THOMPSON DR NW,Evening Watch,20,BURGLARY-RESIDENCE,0511,2202,Adamsville,H,33.761499999999998,-84.501519999999999
200391295,2020-02-08,2020-02-07,2000,2020-02-08,1000,302,,,1082 COLEMAN ST SW,Evening Watch,20,BURGLARY-RESIDENCE,0511,2202,Pittsburgh,V,33.725349999999999,-84.403819999999996
200391922,2020-02-08,2020-02-08,1930,2020-02-08,2008,112,,128,2798 PEEK RD NW,Evening Watch,26,BURGLARY-RESIDENCE,0511,2202,Collier Heights,I,33.777430000000003,-84.478149999999999
200390320,2020-02-08,2020-02-08,0100,2020-02-08,0200,410,BLDG,C,1935 ALISON CT SW,Morning Watch,20,ROBBERY-RESIDENCE,0315,1207,Fort Valley,R,33.70055,-84.451490000000007
200390428,2020-02-08,2020-02-08,0245,2020-02-08,0302,313,,,336 TRIUMPH CIR SE,Morning Watch,20,AGG ASSAULT,0410,1314,Blair Villa/Poole Creek,Z,33.661189999999998,-84.379400000000004
200391081,2020-02-08,2020-02-08,1253,2020-02-08,1253,307,,,1921 MEADOR AVE SE,Day Watch,20,AGG ASSAULT,0410,1314,Lakewood Heights,Y,33.70185,-84.380459999999999
200392155,2020-02-08,2020-02-08,2220,2020-02-08,2225,207,,,40 PEACHTREE VALLEY RD NE,Morning Watch,,AGG ASSAULT,0410,1314,,E,33.811329999999998,-84.389889999999994
200391866,2020-02-08,2020-02-08,1930,2020-02-08,1940,512,,A,255 TRINITY AVE SW,Evening Watch,18,ROBBERY-PEDESTRIAN,0311,1204,Downtown,M,33.750480000000003,-84.395989999999998
200390651,2020-02-08,2020-02-08,0545,2020-02-08,0630,305,,,1450 BLASHFIELD ST SE,Day Watch,99,BURGLARY-NONRES,0512,2203,South Atlanta,Y,33.715110000000003,-84.379360000000005
200390820,2020-02-08,2020-02-07,2200,2020-02-08,0900,212,,,2115 MONROE DR NE,Morning Watch,19,BURGLARY-NONRES,0512,2203,Piedmont Heights,F,33.810070000000003,-84.371300000000005
200390919,2020-02-08,2020-02-07,1900,2020-02-08,1040,108,,,204 CARVER CIR NW,Evening Watch,20,BURGLARY-RESIDENCE,0531,2202A,Dixie Hills,J,33.759740000000001,-84.457530000000006
200400234,2020-02-09,2020-02-08,2200,2020-02-09,0100,201,,16,2788 DEFOORS FERRY RD NW,Morning Watch,20,BURGLARY-RESIDENCE,0531,2202A,,C,33.82114,-84.447130000000001
200401829,2020-02-09,2020-02-09,0615,2020-02-10,1037,105,,,965 MAYSON TURNER RD NW,Morning Watch,,BURGLARY-RESIDENCE,0521,2204,Washington Park,K,33.759349999999998,-84.418210000000002
200401435,2020-02-09,2020-02-09,1800,2020-02-09,1817,404,,,385 MATHEWSON PL SW,Evening Watch,20,AGG ASSAULT,0410,1314,Westview,T,33.744680000000002,-84.436499999999995
200401542,2020-02-09,2020-02-09,1900,2020-02-09,1915,305,,D,1365 BURROUGHS ST SE,Evening Watch,99,AGG ASSAULT,0410,1314,Chosewood Park,Y,33.71734,-84.368650000000002
200401793,2020-02-09,2020-02-09,2200,2020-02-09,2205,402,,,985 PEEPLES ST SW,Evening Watch,20,AGG ASSAULT,0410,1314,Oakland City,S,33.728279999999998,-84.422210000000007
200400708,2020-02-09,2020-02-06,1130,2020-02-09,1030,107,,,511 EMILY PL NW,Day Watch,20,BURGLARY-RESIDENCE,0511,2202,Grove Park,J,33.769120000000001,-84.4512
200400722,2020-02-09,2020-02-09,1050,2020-02-09,1104,105,,B,283 W LAKE AVE NW,Day Watch,,BURGLARY-RESIDENCE,0511,2202,West Lake,J,33.762700000000002,-84.440939999999998
200401692,2020-02-09,2020-02-09,2050,2020-02-09,2130,212,,4306,2115 PIEDMONT RD NE,Evening Watch,13,AGG ASSAULT,0430,1315,Morningside/Lenox Park,F,33.812739999999998,-84.366590000000002
200400597,2020-02-09,2020-02-06,1300,2020-02-06,1500,606,,,230 STOVALL ST SE,Day Watch,4,AUTO THEFT,0710,2404,Reynoldstown,N,33.747639999999997,-84.353939999999994
200401687,2020-02-09,2020-02-08,2330,2020-02-09,0800,613,,,1763 MEADOWDALE AVE NE,Evening Watch,,AUTO THEFT,0710,2404,Morningside/Lenox Park,F,33.803379999999997,-84.344250000000002
200400089,2020-02-09,2020-02-09,0030,2020-02-09,0030,601,,,822 N HIGHLAND AVE NE,Evening Watch,3,LARCENY-NON VEHICLE,0690,2399,Virginia Highland,F,33.77702,-84.352689999999996
200401029,2020-02-09,2020-02-09,1400,2020-02-09,1420,613,,,1544 PIEDMONT AVE NE @ANSLEY MALL,Evening Watch,21,LARCENY-NON VEHICLE,0690,2399,Piedmont Heights,F,33.797890000000002,-84.371009999999998
200401653,2020-02-09,2019-11-29,0001,2020-01-28,2359,401,,,507 JOSEPH E LOWERY BLVD SW,Evening Watch,23,LARCENY-NON VEHICLE,0690,2399,West End,T,33.740969999999997,-84.418090000000007
200401626,2020-02-09,2020-02-09,1930,2020-02-09,2000,507,,,1 STATE FARM DR NW,Evening Watch,99,LARCENY-NON VEHICLE,0670,2308,Downtown,M,33.757719999999999,-84.397199999999998
200400861,2020-02-09,2020-02-07,2100,2020-02-09,1200,501,,,464 CALHOUN ST NW,Morning Watch,20,LARCENY-NON VEHICLE,0660,2317,Home Park,E,33.782789999999999,-84.402289999999994
200400022,2020-02-09,2020-02-08,1830,2020-02-08,2330,505,,,135 ANDREW YOUNG INTERNATIONAL BLVD NW,Evening Watch,21,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.771239999999999,-84.388840000000002
200400093,2020-02-09,2020-02-08,2038,2020-02-09,0030,501,,,965 HOWELL MILL ROAD,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.78116,-84.410700000000006
200400184,2020-02-09,2020-02-08,2230,2020-02-09,0116,509,,,227 PEACHTREE CENTER AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.760199999999998,-84.385540000000006
200400303,2020-02-09,2020-02-09,0220,2020-02-09,0255,310,,1806,585 MCWILLIAMS RD SE,Morning Watch,,LARCENY-FROM VEHICLE,0640,2305,Browns Mill Park,Z,33.688699999999997,-84.369240000000005
200400306,2020-02-09,2020-02-09,0130,2020-02-09,0130,503,,,100 10TH ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.781790000000001,-84.383780000000002
200400353,2020-02-09,2020-02-09,0100,2020-02-09,0300,212,,,2263 CHESHIRE BRIDGE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Lindridge/Martin Manor,F,33.816929999999999,-84.352059999999994
200400459,2020-02-09,2020-02-09,0400,2020-02-09,0545,505,,,688 SPRING ST NW,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.773690000000002,-84.389179999999996
200400525,2020-02-09,2020-02-08,1330,2020-02-09,0800,608,,D-06,497 OAKDALE RD NE,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Candler Park,N,33.767859999999999,-84.341589999999997
200400529,2020-02-09,2020-02-08,1600,2020-02-09,0800,610,,,205 NORWOOD AVE NE,Evening Watch,20,LARCENY-FROM VEHICLE,0640,2305,Kirkwood,O,33.758459999999999,-84.319850000000002
200400594,2020-02-09,2020-02-08,1700,2020-02-09,0900,601,,,725 BROOKRIDGE DR NE,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Virginia Highland,F,33.787190000000002,-84.363740000000007
200400635,2020-02-09,2020-02-08,1900,2020-02-09,0950,613,,,883 WILDWOOD RD NE,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Morningside/Lenox Park,F,33.803109999999997,-84.358710000000002
200400649,2020-02-09,2020-02-08,2130,2020-02-09,0830,601,,,1010 N VIRGINIA AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Virginia Highland,F,33.782170000000001,-84.349940000000004
200400889,2020-02-09,2020-02-08,1430,2020-02-09,1230,611,,602,602 HILLSIDE VILLAGE DR SE,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,The Villages at East Lake,O,33.741160000000001,-84.315719999999999
200401020,2020-02-09,2020-02-07,1800,2020-02-09,1416,607,,,1155 AVONDALE AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Boulevard Heights,W,33.723100000000002,-84.363489999999999
200401062,2020-02-09,2020-02-09,1430,2020-02-09,1530,309,,,757 CLEVELAND AVE SW,Evening Watch,23,LARCENY-FROM VEHICLE,0640,2305,Perkerson,X,33.682319999999997,-84.414169999999999
200401105,2020-02-09,2020-02-09,1500,2020-02-09,1515,306,,,1602 LANGSTON AVE SW,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Sylvan Hills,X,33.711309999999997,-84.422920000000005
200401112,2020-02-09,2020-02-09,0030,2020-02-09,0300,508,,,347 WILLIAMS ST NW ,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.764009999999999,-84.388980000000004
200401167,2020-02-09,2020-02-09,0100,2020-02-09,1000,512,,,955 SPRING ST ,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.748159999999999,-84.394589999999994
200401347,2020-02-09,2020-02-09,1600,2020-02-09,1730,501,,,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Atlantic Station,E,33.792740000000002,-84.397909999999996
200401377,2020-02-09,2020-02-09,1600,2020-02-09,1741,504,,,935 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Marietta Street Artery,E,33.777949999999997,-84.40849
